id,name,active,create_date,IMEI,DID,MDR1,MDS1,MDT1,MDR2,MDS2,MDT2,MDR3,MDS3,MDT3,MDR4,MDS4,MDT4,CHAN
2391,Record_2391,True,2023-10-30 18:40:41,192187006252082,00000M5,24.07,0,3,54.9,0,3,6.61,0,1,3.31,0,1,1
2392,Record_2392,True,2023-10-30 17:40:41,350660461589782,00000M5,26.49,0,3,62.3,0,2,6.8,0,2,3.22,0,2,1
2393,Record_2393,True,2023-10-30 16:40:41,391981244635108,00000M5,32.76,0,1,51.62,0,3,7.35,0,2,3.44,0,2,1
2394,Record_2394,True,2023-10-30 15:40:41,313753876160969,00000M5,32.28,0,2,63.28,0,3,6.69,0,3,3.06,0,3,1
2395,Record_2395,True,2023-10-30 14:40:41,009880897040533,00000M5,21.39,0,1,64.63,0,2,7.24,0,1,3.64,0,2,1
2396,Record_2396,True,2023-10-30 13:40:41,075164220862222,00000M5,31.03,0,2,68.63,0,3,7.05,0,3,3.02,0,2,1
2397,Record_2397,True,2023-10-30 12:40:41,304002188494674,00000M5,34.29,0,1,53.55,0,1,7.5,0,1,3.02,0,2,1
2398,Record_2398,True,2023-10-30 11:40:41,147471976144097,00000M5,26.57,0,3,55.76,0,2,7.99,0,1,3.33,0,3,1
2399,Record_2399,True,2023-10-30 10:40:41,667787432844443,00000M5,29.42,0,3,56.07,0,1,6.64,0,3,3.97,0,1,1
2400,Record_2400,True,2023-10-30 09:40:41,244318809374745,00000M5,29.66,0,3,66.18,0,2,7.8,0,3,3.1,0,1,1
2401,Record_2401,True,2023-10-30 08:40:41,251489156812185,00000M5,25.42,0,2,55.22,0,1,6.2,0,2,3.98,0,2,1
2402,Record_2402,True,2023-10-30 07:40:41,679893966660584,00000M5,27.76,0,2,68.09,0,3,6.79,0,3,3.21,0,3,1
2403,Record_2403,True,2023-10-30 06:40:41,510763675983603,00000M5,33.6,0,3,62.91,0,1,7.08,0,1,3.52,0,2,1
2404,Record_2404,True,2023-10-30 05:40:41,746948848135032,00000M5,25.43,0,3,62.51,0,3,7.34,0,2,3.68,0,3,1
2405,Record_2405,True,2023-10-30 04:40:41,661304891470328,00000M5,23.18,0,2,52.4,0,3,6.09,0,3,3.1,0,1,1
2406,Record_2406,True,2023-10-30 03:40:41,557088340478790,00000M5,33.47,0,3,58.67,0,3,6.66,0,2,3.55,0,1,1
2407,Record_2407,True,2023-10-30 02:40:41,235591370536010,00000M5,21.46,0,3,62.71,0,2,6.15,0,1,3.84,0,2,1
2408,Record_2408,True,2023-10-30 01:40:41,334216511331878,00000M5,21.74,0,2,51.29,0,1,7.16,0,1,3.56,0,2,1
2409,Record_2409,True,2023-10-30 00:40:41,837010327558879,00000M5,29.68,0,2,58.68,0,3,7.14,0,1,3.4,0,1,1
2410,Record_2410,True,2023-10-29 23:40:41,267146628477272,00000M5,27.39,0,3,52.14,0,1,6.89,0,3,3.21,0,1,1
2411,Record_2411,True,2023-10-29 22:40:41,685099156968446,00000M5,28.8,0,3,57.95,0,2,7.99,0,1,3.19,0,3,1
2412,Record_2412,True,2023-10-29 21:40:41,767323841684822,00000M5,22.67,0,1,53.39,0,2,6.91,0,3,3.37,0,2,1
2413,Record_2413,True,2023-10-29 20:40:41,154093612845809,00000M5,29.58,0,3,56.94,0,2,7.86,0,3,3.17,0,2,1
2414,Record_2414,True,2023-10-29 19:40:41,751114580318866,00000M5,21.54,0,2,60.08,0,1,7.55,0,2,3.09,0,3,1
2415,Record_2415,True,2023-10-29 18:40:41,009036380825722,00000M5,22.43,0,1,62.05,0,1,6.04,0,1,3.03,0,3,1
2416,Record_2416,True,2023-10-29 17:40:41,570782014370757,00000M5,23.82,0,2,68.29,0,3,6.26,0,1,3.89,0,3,1
2417,Record_2417,True,2023-10-29 16:40:41,632715294347934,00000M5,23.07,0,2,67.97,0,3,6.27,0,3,3.95,0,3,1
2418,Record_2418,True,2023-10-29 15:40:41,818787257453020,00000M5,28.56,0,3,67.34,0,3,6.29,0,1,3.07,0,2,1
2419,Record_2419,True,2023-10-29 14:40:41,742327371046026,00000M5,28.12,0,2,54.35,0,3,6.17,0,1,3.24,0,3,1
2420,Record_2420,True,2023-10-29 13:40:41,113900626272939,00000M5,24.78,0,1,59.72,0,2,7.16,0,2,3.82,0,2,1
2421,Record_2421,True,2023-10-29 12:40:41,509300624217094,00000M5,27.56,0,1,64.91,0,3,6.24,0,1,3.79,0,1,1
2422,Record_2422,True,2023-10-29 11:40:41,680988708942284,00000M5,26.08,0,1,66.53,0,2,7.37,0,1,3.41,0,1,1
2423,Record_2423,True,2023-10-29 10:40:41,595748295299409,00000M5,24.71,0,2,63.84,0,2,6.79,0,3,3.83,0,1,1
2424,Record_2424,True,2023-10-29 09:40:41,354960909035519,00000M5,29.39,0,3,59.57,0,3,6.39,0,2,3.93,0,1,1
2425,Record_2425,True,2023-10-29 08:40:41,087307068189216,00000M5,34.26,0,1,58.51,0,1,7.24,0,3,3.64,0,1,1
2426,Record_2426,True,2023-10-29 07:40:41,009003562968023,00000M5,33.36,0,2,60.02,0,1,7.15,0,1,3.92,0,3,1
2427,Record_2427,True,2023-10-29 06:40:41,767094427951182,00000M5,20.57,0,3,60.35,0,1,7.95,0,2,3.84,0,1,1
2428,Record_2428,True,2023-10-29 05:40:41,053799524196393,00000M5,32.55,0,3,58.55,0,2,6.22,0,1,3.29,0,2,1
2429,Record_2429,True,2023-10-29 04:40:41,414817608898297,00000M5,25.29,0,2,66.73,0,2,6.17,0,3,3.43,0,1,1
2430,Record_2430,True,2023-10-29 03:40:41,610631206451044,00000M5,34.26,0,2,60.63,0,2,7.33,0,3,3.89,0,2,1
2431,Record_2431,True,2023-10-29 02:40:41,136775410987758,00000M5,23.15,0,2,51.32,0,3,6.7,0,3,3.22,0,3,1
2432,Record_2432,True,2023-10-29 01:40:41,201915135952098,00000M5,23.92,0,3,50.77,0,1,6.18,0,1,3.65,0,2,1
2433,Record_2433,True,2023-10-29 00:40:41,579746615531095,00000M5,34.22,0,1,64.51,0,1,6.73,0,2,3.02,0,3,1
2434,Record_2434,True,2023-10-28 23:40:41,962188444822819,00000M5,29.15,0,1,58.29,0,3,7.15,0,3,3.49,0,2,1
2435,Record_2435,True,2023-10-28 22:40:41,779022849908572,00000M5,31.49,0,3,65.36,0,2,6.66,0,2,3.69,0,2,1
2436,Record_2436,True,2023-10-28 21:40:41,240215178453860,00000M5,29.29,0,3,60.12,0,3,7.45,0,3,3.99,0,2,1
2437,Record_2437,True,2023-10-28 20:40:41,799155538255437,00000M5,33.06,0,3,59.65,0,1,6.52,0,3,3.1,0,1,1
2438,Record_2438,True,2023-10-28 19:40:41,186126451853817,00000M5,33.25,0,1,55.43,0,1,7.64,0,2,3.53,0,3,1
2439,Record_2439,True,2023-10-28 18:40:41,488319590584048,00000M5,20.65,0,3,51.62,0,3,7.29,0,2,3.23,0,3,1
2440,Record_2440,True,2023-10-28 17:40:41,983169564941238,00000M5,22.02,0,1,63.67,0,2,7.33,0,2,3.6,0,3,1
2441,Record_2441,True,2023-10-28 16:40:41,616688609608550,00000M5,24.29,0,1,64.92,0,1,7.75,0,2,3.87,0,2,1
2442,Record_2442,True,2023-10-28 15:40:41,819817149177347,00000M5,28.98,0,1,53.46,0,3,7.42,0,2,3.41,0,1,1
2443,Record_2443,True,2023-10-28 14:40:41,223783096239977,00000M5,25.51,0,1,60.31,0,2,6.99,0,1,3.56,0,3,1
2444,Record_2444,True,2023-10-28 13:40:41,447086651116372,00000M5,27.97,0,1,60.4,0,3,6.81,0,3,3.72,0,1,1
2445,Record_2445,True,2023-10-28 12:40:41,730676320024603,00000M5,26.52,0,3,64.86,0,3,7.48,0,2,3.96,0,3,1
2446,Record_2446,True,2023-10-28 11:40:41,582795357558630,00000M5,23.76,0,1,50.76,0,1,7.02,0,2,3.52,0,2,1
2447,Record_2447,True,2023-10-28 10:40:41,580252981257825,00000M5,20.73,0,3,67.15,0,2,7.52,0,1,4.0,0,3,1
2448,Record_2448,True,2023-10-28 09:40:41,747532046298507,00000M5,30.89,0,1,68.48,0,2,6.32,0,3,3.13,0,2,1
2449,Record_2449,True,2023-10-28 08:40:41,023306175232217,00000M5,26.7,0,3,66.37,0,2,6.89,0,2,3.5,0,2,1
2450,Record_2450,True,2023-10-28 07:40:41,497655251351418,00000M5,24.38,0,3,58.6,0,1,7.24,0,1,3.08,0,1,1
2451,Record_2451,True,2023-10-28 06:40:41,076397542293663,00000M5,26.32,0,3,54.83,0,1,7.3,0,1,3.6,0,1,1
2452,Record_2452,True,2023-10-28 05:40:41,517380856337749,00000M5,23.9,0,3,64.57,0,3,6.12,0,3,3.61,0,1,1
2453,Record_2453,True,2023-10-28 04:40:41,724400247557427,00000M5,24.1,0,3,51.36,0,2,7.13,0,2,3.69,0,1,1
2454,Record_2454,True,2023-10-28 03:40:41,462193461454631,00000M5,20.76,0,1,69.86,0,2,7.72,0,3,3.39,0,1,1
2455,Record_2455,True,2023-10-28 02:40:41,383921421118017,00000M5,34.03,0,1,65.83,0,3,6.31,0,2,3.4,0,1,1
2456,Record_2456,True,2023-10-28 01:40:41,341580040229783,00000M5,20.22,0,1,55.51,0,2,6.87,0,1,3.91,0,1,1
2457,Record_2457,True,2023-10-28 00:40:41,685041759069766,00000M5,23.42,0,3,54.69,0,2,7.85,0,3,3.33,0,2,1
2458,Record_2458,True,2023-10-27 23:40:41,502175274014718,00000M5,21.15,0,2,68.9,0,2,7.96,0,2,3.5,0,1,1
2459,Record_2459,True,2023-10-27 22:40:41,918157597511583,00000M5,28.94,0,1,65.76,0,1,7.0,0,1,3.7,0,1,1
2460,Record_2460,True,2023-10-27 21:40:41,547983677707259,00000M5,28.87,0,2,57.15,0,2,6.67,0,1,3.54,0,1,1
2461,Record_2461,True,2023-10-27 20:40:41,763509780057855,00000M5,33.19,0,3,60.38,0,3,7.15,0,2,3.25,0,1,1
2462,Record_2462,True,2023-10-27 19:40:41,834118532302660,00000M5,34.51,0,3,68.67,0,1,6.96,0,1,3.67,0,1,1
2463,Record_2463,True,2023-10-27 18:40:41,518610162962782,00000M5,34.55,0,2,53.66,0,2,6.94,0,3,3.43,0,1,1
2464,Record_2464,True,2023-10-27 17:40:41,434720070433173,00000M5,33.99,0,2,58.83,0,3,7.27,0,1,3.01,0,3,1
2465,Record_2465,True,2023-10-27 16:40:41,562891924101009,00000M5,25.94,0,2,59.24,0,3,7.69,0,2,3.5,0,2,1
2466,Record_2466,True,2023-10-27 15:40:41,055985593166471,00000M5,22.31,0,3,69.28,0,2,7.94,0,1,3.55,0,3,1
2467,Record_2467,True,2023-10-27 14:40:41,921181061648209,00000M5,26.72,0,1,64.67,0,1,7.85,0,3,3.75,0,1,1
2468,Record_2468,True,2023-10-27 13:40:41,416770996704861,00000M5,25.93,0,2,65.73,0,1,7.84,0,1,3.96,0,2,1
2469,Record_2469,True,2023-10-27 12:40:41,022065413627091,00000M5,23.9,0,3,56.55,0,3,6.41,0,3,3.1,0,2,1
2470,Record_2470,True,2023-10-27 11:40:41,713747156789633,00000M5,22.3,0,1,64.56,0,2,6.99,0,2,3.59,0,2,1
2471,Record_2471,True,2023-10-27 10:40:41,535483788258493,00000M5,26.68,0,3,58.01,0,2,6.47,0,2,3.12,0,1,1
2472,Record_2472,True,2023-10-27 09:40:41,915387271912968,00000M5,20.19,0,2,70.0,0,1,6.8,0,1,3.93,0,2,1
2473,Record_2473,True,2023-10-27 08:40:41,931108547704817,00000M5,24.31,0,1,62.09,0,1,7.26,0,1,3.57,0,1,1
2474,Record_2474,True,2023-10-27 07:40:41,218573554535283,00000M5,27.83,0,3,68.76,0,1,6.95,0,3,3.32,0,2,1
2475,Record_2475,True,2023-10-27 06:40:41,993666219538930,00000M5,26.37,0,1,57.51,0,3,7.05,0,2,3.01,0,1,1
2476,Record_2476,True,2023-10-27 05:40:41,953425986741908,00000M5,32.25,0,2,52.13,0,2,6.21,0,1,3.65,0,2,1
2477,Record_2477,True,2023-10-27 04:40:41,230290266542549,00000M5,20.28,0,1,55.25,0,2,6.66,0,2,3.23,0,2,1
2478,Record_2478,True,2023-10-27 03:40:41,376125024131113,00000M5,23.13,0,2,68.94,0,3,7.44,0,1,3.56,0,3,1
2479,Record_2479,True,2023-10-27 02:40:41,307890596437237,00000M5,28.7,0,1,61.75,0,2,6.91,0,2,3.69,0,3,1
2480,Record_2480,True,2023-10-27 01:40:41,003635200044295,00000M5,31.49,0,2,54.68,0,3,7.7,0,3,3.44,0,3,1
2481,Record_2481,True,2023-10-27 00:40:41,478328089122469,00000M5,23.5,0,1,66.41,0,1,6.25,0,1,3.57,0,2,1
2482,Record_2482,True,2023-10-26 23:40:41,001605551746402,00000M5,24.18,0,3,50.64,0,1,7.16,0,1,3.7,0,2,1
2483,Record_2483,True,2023-10-26 22:40:41,009515317953578,00000M5,26.13,0,1,57.5,0,3,7.32,0,1,3.72,0,2,1
2484,Record_2484,True,2023-10-26 21:40:41,176755436377384,00000M5,24.0,0,2,50.94,0,1,6.08,0,2,3.7,0,2,1
2485,Record_2485,True,2023-10-26 20:40:41,516667412655824,00000M5,25.24,0,1,61.84,0,2,7.7,0,2,3.32,0,3,1
2486,Record_2486,True,2023-10-26 19:40:41,290118091171981,00000M5,20.5,0,3,53.61,0,2,7.74,0,3,3.29,0,3,1
2487,Record_2487,True,2023-10-26 18:40:41,231237637941629,00000M5,22.69,0,2,58.63,0,2,6.5,0,2,3.78,0,3,1
2488,Record_2488,True,2023-10-26 17:40:41,310584746370642,00000M5,34.58,0,3,60.98,0,3,7.31,0,2,3.62,0,3,1
2489,Record_2489,True,2023-10-26 16:40:41,803674941261404,00000M5,21.95,0,2,57.42,0,1,7.0,0,3,3.89,0,3,1
2490,Record_2490,True,2023-10-26 15:40:41,216201914493870,00000M5,22.28,0,2,56.95,0,2,7.31,0,2,3.06,0,2,1
2491,Record_2491,True,2023-10-26 14:40:41,372792767883539,00000M5,30.19,0,2,53.13,0,1,6.24,0,1,3.75,0,3,1
2492,Record_2492,True,2023-10-26 13:40:41,291577917000290,00000M5,29.54,0,3,66.11,0,3,6.28,0,2,3.86,0,1,1
2493,Record_2493,True,2023-10-26 12:40:41,686820469369395,00000M5,32.0,0,2,51.36,0,2,7.09,0,2,3.07,0,2,1
2494,Record_2494,True,2023-10-26 11:40:41,322857155537098,00000M5,21.61,0,2,63.49,0,2,6.28,0,2,3.6,0,2,1
2495,Record_2495,True,2023-10-26 10:40:41,062633102283844,00000M5,32.3,0,1,53.27,0,2,7.08,0,3,3.65,0,1,1
2496,Record_2496,True,2023-10-26 09:40:41,985226259798812,00000M5,20.31,0,3,63.43,0,2,7.47,0,2,3.41,0,3,1
2497,Record_2497,True,2023-10-26 08:40:41,479007025538687,00000M5,22.78,0,2,63.47,0,2,7.04,0,3,3.57,0,1,1
2498,Record_2498,True,2023-10-26 07:40:41,395490804117028,00000M5,24.46,0,3,69.46,0,2,7.06,0,1,3.41,0,1,1
2499,Record_2499,True,2023-10-26 06:40:41,663291005950528,00000M5,33.59,0,2,68.23,0,1,6.11,0,2,3.27,0,1,1
2500,Record_2500,True,2023-10-26 05:40:41,089023562707415,00000M5,21.37,0,3,56.78,0,3,6.16,0,2,3.27,0,3,1
2501,Record_2501,True,2023-10-26 04:40:41,683948371177929,00000M5,24.64,0,3,67.09,0,3,6.94,0,2,3.19,0,1,1
2502,Record_2502,True,2023-10-26 03:40:41,254359636472486,00000M5,30.83,0,2,62.37,0,3,6.43,0,1,3.98,0,2,1
2503,Record_2503,True,2023-10-26 02:40:41,223314821755618,00000M5,29.47,0,3,58.89,0,2,7.17,0,2,3.99,0,2,1
2504,Record_2504,True,2023-10-26 01:40:41,202964737215300,00000M5,22.26,0,3,62.98,0,1,7.0,0,2,3.07,0,2,1
2505,Record_2505,True,2023-10-26 00:40:41,621127836253545,00000M5,24.34,0,1,52.85,0,1,6.75,0,2,3.13,0,1,1
2506,Record_2506,True,2023-10-25 23:40:41,124185665460647,00000M5,31.95,0,2,54.88,0,3,7.49,0,1,3.15,0,1,1
2507,Record_2507,True,2023-10-25 22:40:41,646521111619651,00000M5,30.6,0,3,63.14,0,3,7.04,0,3,3.09,0,2,1
2508,Record_2508,True,2023-10-25 21:40:41,140431127779126,00000M5,22.8,0,1,69.1,0,3,6.2,0,2,3.29,0,1,1
2509,Record_2509,True,2023-10-25 20:40:41,294503194446148,00000M5,32.92,0,1,58.22,0,2,7.45,0,3,3.63,0,2,1
2510,Record_2510,True,2023-10-25 19:40:41,237176832200588,00000M5,30.45,0,2,54.04,0,3,7.96,0,3,3.12,0,1,1
2511,Record_2511,True,2023-10-25 18:40:41,554534766435012,00000M5,20.79,0,2,51.93,0,1,7.98,0,3,3.98,0,2,1
2512,Record_2512,True,2023-10-25 17:40:41,835838063288976,00000M5,20.87,0,3,61.4,0,1,6.87,0,2,3.03,0,1,1
2513,Record_2513,True,2023-10-25 16:40:41,008375776011770,00000M5,27.77,0,2,50.26,0,3,7.08,0,2,3.23,0,1,1
2514,Record_2514,True,2023-10-25 15:40:41,530433355815507,00000M5,33.77,0,3,52.31,0,3,7.89,0,2,3.84,0,2,1
2515,Record_2515,True,2023-10-25 14:40:41,415959919612368,00000M5,31.13,0,3,63.54,0,1,6.69,0,1,3.7,0,3,1
2516,Record_2516,True,2023-10-25 13:40:41,223115251575445,00000M5,24.73,0,3,50.36,0,3,7.34,0,3,3.25,0,2,1
2517,Record_2517,True,2023-10-25 12:40:41,379283751186287,00000M5,21.97,0,2,51.4,0,3,6.91,0,2,3.45,0,1,1
2518,Record_2518,True,2023-10-25 11:40:41,463651974357283,00000M5,21.71,0,3,62.24,0,2,6.47,0,2,3.34,0,2,1
2519,Record_2519,True,2023-10-25 10:40:41,233432354199417,00000M5,24.85,0,2,61.86,0,3,7.02,0,1,3.36,0,1,1
2520,Record_2520,True,2023-10-25 09:40:41,575528425671967,00000M5,24.9,0,2,68.24,0,1,6.68,0,1,3.51,0,3,1
2521,Record_2521,True,2023-10-25 08:40:41,166946529564491,00000M5,27.61,0,3,51.75,0,1,6.09,0,3,3.88,0,2,1
2522,Record_2522,True,2023-10-25 07:40:41,878098774012097,00000M5,33.87,0,1,52.7,0,2,7.54,0,1,3.61,0,2,1
2523,Record_2523,True,2023-10-25 06:40:41,000683851884407,00000M5,33.94,0,1,67.33,0,1,7.39,0,2,3.32,0,3,1
2524,Record_2524,True,2023-10-25 05:40:41,081544110438642,00000M5,24.22,0,3,56.75,0,2,7.02,0,3,3.18,0,1,1
2525,Record_2525,True,2023-10-25 04:40:41,284243648300730,00000M5,28.88,0,1,67.35,0,2,6.74,0,2,3.17,0,2,1
2526,Record_2526,True,2023-10-25 03:40:41,426346861390948,00000M5,24.95,0,3,56.33,0,1,6.95,0,1,3.75,0,2,1
2527,Record_2527,True,2023-10-25 02:40:41,785673145840099,00000M5,30.62,0,3,50.48,0,3,6.38,0,1,3.65,0,3,1
2528,Record_2528,True,2023-10-25 01:40:41,052836152490669,00000M5,22.35,0,3,64.32,0,1,6.56,0,1,3.41,0,1,1
2529,Record_2529,True,2023-10-25 00:40:41,341838370187040,00000M5,22.45,0,2,66.93,0,3,6.12,0,3,3.39,0,1,1
2530,Record_2530,True,2023-10-24 23:40:41,973760698956006,00000M5,21.49,0,3,63.44,0,1,7.65,0,3,3.26,0,1,1
2531,Record_2531,True,2023-10-24 22:40:41,852022826684313,00000M5,20.16,0,1,50.29,0,3,6.04,0,2,3.51,0,1,1
2532,Record_2532,True,2023-10-24 21:40:41,862021612034369,00000M5,25.28,0,1,61.12,0,3,7.57,0,3,3.92,0,2,1
2533,Record_2533,True,2023-10-24 20:40:41,004804892340251,00000M5,22.2,0,2,54.93,0,3,6.91,0,3,3.47,0,1,1
2534,Record_2534,True,2023-10-24 19:40:41,492532099608439,00000M5,24.7,0,2,50.31,0,1,6.78,0,2,3.49,0,2,1
2535,Record_2535,True,2023-10-24 18:40:41,560649829054883,00000M5,25.67,0,1,50.52,0,3,6.37,0,3,3.74,0,3,1
2536,Record_2536,True,2023-10-24 17:40:41,174771136932998,00000M5,25.5,0,3,57.66,0,2,6.38,0,1,3.49,0,3,1
2537,Record_2537,True,2023-10-24 16:40:41,841394140880492,00000M5,25.6,0,2,64.62,0,2,7.76,0,2,3.65,0,1,1
2538,Record_2538,True,2023-10-24 15:40:41,413951212321179,00000M5,21.6,0,2,58.7,0,3,7.45,0,1,3.27,0,3,1
2539,Record_2539,True,2023-10-24 14:40:41,304243294614149,00000M5,32.89,0,2,54.68,0,3,7.64,0,3,3.3,0,3,1
2540,Record_2540,True,2023-10-24 13:40:41,396738044705274,00000M5,32.72,0,1,52.39,0,2,7.88,0,3,3.26,0,3,1
2541,Record_2541,True,2023-10-24 12:40:41,380603923214030,00000M5,25.38,0,1,61.52,0,3,7.13,0,2,3.76,0,3,1
2542,Record_2542,True,2023-10-24 11:40:41,594489746690932,00000M5,31.74,0,1,64.84,0,1,7.51,0,1,3.43,0,1,1
2543,Record_2543,True,2023-10-24 10:40:41,394869812596347,00000M5,23.2,0,2,64.08,0,3,7.67,0,1,3.87,0,2,1
2544,Record_2544,True,2023-10-24 09:40:41,818317632781438,00000M5,34.01,0,2,69.87,0,2,7.69,0,2,3.91,0,2,1
2545,Record_2545,True,2023-10-24 08:40:41,109732197472266,00000M5,27.55,0,2,60.22,0,3,7.49,0,2,3.41,0,1,1
2546,Record_2546,True,2023-10-24 07:40:41,779844105515864,00000M5,33.81,0,2,51.66,0,1,6.27,0,2,3.75,0,2,1
2547,Record_2547,True,2023-10-24 06:40:41,376094420225559,00000M5,33.71,0,2,64.99,0,2,7.84,0,2,3.95,0,2,1
2548,Record_2548,True,2023-10-24 05:40:41,557444332579746,00000M5,32.0,0,1,53.8,0,3,6.89,0,1,3.9,0,2,1
2549,Record_2549,True,2023-10-24 04:40:41,310626422348467,00000M5,32.84,0,2,51.14,0,1,7.48,0,2,3.25,0,3,1
2550,Record_2550,True,2023-10-24 03:40:41,154197100392749,00000M5,34.26,0,1,68.46,0,3,7.22,0,3,3.18,0,2,1
2551,Record_2551,True,2023-10-24 02:40:41,687736205506932,00000M5,20.3,0,1,56.51,0,1,6.35,0,2,3.04,0,3,1
2552,Record_2552,True,2023-10-24 01:40:41,332758129195506,00000M5,22.91,0,1,57.1,0,1,6.86,0,1,3.17,0,2,1
2553,Record_2553,True,2023-10-24 00:40:41,319014338102167,00000M5,28.55,0,2,51.07,0,3,6.41,0,2,3.74,0,1,1
2554,Record_2554,True,2023-10-23 23:40:41,329990024035592,00000M5,24.21,0,2,57.88,0,1,6.3,0,1,3.68,0,1,1
2555,Record_2555,True,2023-10-23 22:40:41,804730642289357,00000M5,20.21,0,1,66.23,0,1,7.53,0,2,3.09,0,3,1
2556,Record_2556,True,2023-10-23 21:40:41,628980403113478,00000M5,25.21,0,3,50.92,0,1,7.19,0,3,3.74,0,3,1
2557,Record_2557,True,2023-10-23 20:40:41,776331639246839,00000M5,29.84,0,3,62.73,0,3,6.16,0,3,3.9,0,1,1
2558,Record_2558,True,2023-10-23 19:40:41,386540731656557,00000M5,22.27,0,3,51.04,0,1,6.58,0,3,3.14,0,1,1
2559,Record_2559,True,2023-10-23 18:40:41,816520430066661,00000M5,22.55,0,2,62.21,0,3,6.95,0,3,3.41,0,1,1
2560,Record_2560,True,2023-10-23 17:40:41,521938578870915,00000M5,26.29,0,2,56.21,0,2,6.76,0,2,3.26,0,3,1
2561,Record_2561,True,2023-10-23 16:40:41,396006370743297,00000M5,23.19,0,1,50.55,0,1,6.05,0,2,3.38,0,1,1
2562,Record_2562,True,2023-10-23 15:40:41,069982637694219,00000M5,25.84,0,1,52.04,0,2,6.05,0,2,3.99,0,2,1
2563,Record_2563,True,2023-10-23 14:40:41,126484102747824,00000M5,34.27,0,3,68.54,0,2,7.16,0,3,3.52,0,3,1
2564,Record_2564,True,2023-10-23 13:40:41,137176681515221,00000M5,24.24,0,3,65.12,0,1,7.82,0,2,3.93,0,1,1
2565,Record_2565,True,2023-10-23 12:40:41,278986404518363,00000M5,21.76,0,1,64.03,0,1,6.19,0,3,3.12,0,1,1
2566,Record_2566,True,2023-10-23 11:40:41,236645165934745,00000M5,31.51,0,1,53.48,0,1,7.72,0,2,3.81,0,3,1
2567,Record_2567,True,2023-10-23 10:40:41,493725552648424,00000M5,25.12,0,1,66.76,0,2,7.91,0,2,3.46,0,2,1
2568,Record_2568,True,2023-10-23 09:40:41,675086827707872,00000M5,33.22,0,2,63.81,0,2,6.45,0,1,3.52,0,1,1
2569,Record_2569,True,2023-10-23 08:40:41,222032471737635,00000M5,25.46,0,3,65.5,0,3,6.47,0,3,3.95,0,3,1
2570,Record_2570,True,2023-10-23 07:40:41,559298185759064,00000M5,26.11,0,3,61.49,0,1,7.1,0,3,3.54,0,2,1
2571,Record_2571,True,2023-10-23 06:40:41,358664122477969,00000M5,33.98,0,3,66.92,0,1,6.09,0,3,3.94,0,2,1
2572,Record_2572,True,2023-10-23 05:40:41,495129054425661,00000M5,20.32,0,1,54.13,0,3,7.8,0,2,3.36,0,2,1
2573,Record_2573,True,2023-10-23 04:40:41,745308702667472,00000M5,30.41,0,1,55.46,0,3,7.6,0,1,3.56,0,2,1
2574,Record_2574,True,2023-10-23 03:40:41,859793325476882,00000M5,22.86,0,2,64.18,0,2,7.37,0,3,3.37,0,3,1
2575,Record_2575,True,2023-10-23 02:40:41,959761280590974,00000M5,25.11,0,3,62.53,0,1,6.27,0,3,4.0,0,1,1
2576,Record_2576,True,2023-10-23 01:40:41,576613363114545,00000M5,32.87,0,1,51.71,0,1,7.13,0,1,3.27,0,3,1
2577,Record_2577,True,2023-10-23 00:40:41,980045093132199,00000M5,27.64,0,1,69.93,0,3,7.99,0,2,3.9,0,3,1
2578,Record_2578,True,2023-10-22 23:40:41,854115854568978,00000M5,34.56,0,2,54.94,0,1,7.59,0,3,3.61,0,2,1
2579,Record_2579,True,2023-10-22 22:40:41,796610944351996,00000M5,29.81,0,1,61.57,0,3,7.64,0,3,3.66,0,3,1
2580,Record_2580,True,2023-10-22 21:40:41,606347574236576,00000M5,20.15,0,2,69.66,0,3,7.89,0,3,3.09,0,2,1
2581,Record_2581,True,2023-10-22 20:40:41,521401570555439,00000M5,25.45,0,1,66.04,0,1,6.99,0,2,3.47,0,3,1
2582,Record_2582,True,2023-10-22 19:40:41,685543953464966,00000M5,25.79,0,3,67.44,0,1,6.91,0,1,3.55,0,2,1
2583,Record_2583,True,2023-10-22 18:40:41,695241184603490,00000M5,22.35,0,1,59.38,0,2,7.84,0,2,3.91,0,1,1
2584,Record_2584,True,2023-10-22 17:40:41,979038105520089,00000M5,34.73,0,1,61.03,0,1,7.53,0,1,3.47,0,1,1
2585,Record_2585,True,2023-10-22 16:40:41,116005610525881,00000M5,26.45,0,3,50.79,0,2,6.99,0,3,3.11,0,3,1
2586,Record_2586,True,2023-10-22 15:40:41,433072809480757,00000M5,20.81,0,3,67.59,0,2,6.96,0,3,3.02,0,2,1
2587,Record_2587,True,2023-10-22 14:40:41,275178485564758,00000M5,22.77,0,3,69.45,0,3,7.45,0,1,3.01,0,2,1
2588,Record_2588,True,2023-10-22 13:40:41,921915831939168,00000M5,29.13,0,2,61.39,0,1,7.44,0,3,3.1,0,3,1
2589,Record_2589,True,2023-10-22 12:40:41,943378694296477,00000M5,27.78,0,1,52.78,0,2,7.09,0,2,3.5,0,2,1
2590,Record_2590,True,2023-10-22 11:40:41,111188176671099,00000M5,30.52,0,3,62.4,0,1,8.0,0,1,3.67,0,2,1
2591,Record_2591,True,2023-10-22 10:40:41,285001063757595,00000M5,26.37,0,2,62.24,0,1,7.19,0,3,3.21,0,1,1
